date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Result(home_team),,home advantage,,home-score(skaliert),away_score(skaliert)
30/05/2008,Czech Republic,Scotland,3,1,Friendly,Prague,Czech Republic,FALSE,1,,1,,0.096774194,0.047619048
30/05/2008,Guatemala,El Salvador,0,0,Friendly,"Washington, D.C.",United States,TRUE,0,,0,,0,0
30/05/2008,Italy,Belgium,3,1,Friendly,Florence,Italy,FALSE,1,,1,,0.096774194,0.047619048
30/05/2008,Latvia,Estonia,1,0,Baltic Cup,Riga,Latvia,FALSE,1,,1,,0.032258065,0
30/05/2008,Switzerland,Liechtenstein,3,0,Friendly,St. Gallen,Switzerland,FALSE,1,,1,,0.096774194,0
30/05/2008,Venezuela,Honduras,1,1,Friendly,Fort Lauderdale,United States,TRUE,0,,0,,0.032258065,0.047619048
31/05/2008,Botswana,Madagascar,0,0,FIFA World Cup qualification,Gaborone,Botswana,FALSE,0,,1,,0,0
31/05/2008,Brazil,Canada,3,2,Friendly,Seattle,United States,TRUE,1,,0,,0.096774194,0.095238095
31/05/2008,Cameroon,Cape Verde,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE,1,,1,,0.064516129,0
31/05/2008,Estonia,Lithuania,0,1,Baltic Cup,Jūrmala,Latvia,TRUE,-1,,0,,0,0.047619048
31/05/2008,France,Paraguay,0,0,Friendly,Toulouse,France,FALSE,0,,1,,0,0
31/05/2008,Germany,Serbia,2,1,Friendly,Gelsenkirchen,Germany,FALSE,1,,1,,0.064516129,0.047619048
31/05/2008,Hungary,Croatia,1,1,Friendly,Budapest,Hungary,FALSE,0,,1,,0.032258065,0.047619048
31/05/2008,South Korea,Jordan,2,2,FIFA World Cup qualification,Seoul,South Korea,FALSE,0,,1,,0.064516129,0.095238095
31/05/2008,Malawi,Djibouti,8,1,FIFA World Cup qualification,Blantyre,Malawi,FALSE,1,,1,,0.258064516,0.047619048
31/05/2008,Namibia,Kenya,2,1,FIFA World Cup qualification,Windhoek,Namibia,FALSE,1,,1,,0.064516129,0.047619048
31/05/2008,Portugal,Georgia,2,0,Friendly,Viseu,Portugal,FALSE,1,,1,,0.064516129,0
31/05/2008,Romania,Montenegro,4,0,Friendly,Bucharest,Romania,FALSE,1,,1,,0.129032258,0
31/05/2008,Rwanda,Mauritania,3,0,FIFA World Cup qualification,Kigali,Rwanda,FALSE,1,,1,,0.096774194,0
31/05/2008,Senegal,Algeria,1,0,FIFA World Cup qualification,Dakar,Senegal,FALSE,1,,1,,0.032258065,0
31/05/2008,Spain,Peru,2,1,Friendly,Huelva,Spain,FALSE,1,,1,,0.064516129,0.047619048
31/05/2008,Tanzania,Mauritius,1,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE,0,,1,,0.032258065,0.047619048
31/05/2008,Togo,Zambia,1,0,FIFA World Cup qualification,Accra,Ghana,TRUE,1,,0,,0.032258065,0
31/05/2008,Uganda,Niger,1,0,FIFA World Cup qualification,Kampala,Uganda,FALSE,1,,1,,0.032258065,0
01/06/2008,Angola,Benin,3,0,FIFA World Cup qualification,Luanda,Angola,FALSE,1,,1,,0.096774194,0
01/06/2008,Armenia,Greece,0,0,Friendly,Offenbach am Main,Germany,TRUE,0,,0,,0,0
01/06/2008,Australia,Iraq,1,0,FIFA World Cup qualification,Brisbane,Australia,FALSE,1,,1,,0.032258065,0
01/06/2008,Bosnia and Herzegovina,Azerbaijan,1,0,Friendly,Zenica,Bosnia and Herzegovina,FALSE,1,,1,,0.032258065,0
01/06/2008,Burundi,Seychelles,1,0,FIFA World Cup qualification,Bujumbura,Burundi,FALSE,1,,1,,0.032258065,0
01/06/2008,Egypt,DR Congo,2,1,FIFA World Cup qualification,Cairo,Egypt,FALSE,1,,1,,0.064516129,0.047619048
01/06/2008,Equatorial Guinea,Sierra Leone,2,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE,1,,1,,0.064516129,0
01/06/2008,Ghana,Libya,3,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE,1,,1,,0.096774194,0
01/06/2008,Guatemala,Panama,0,1,Friendly,Fort Lauderdale,United States,TRUE,-1,,0,,0,0.047619048
01/06/2008,Guinea,Zimbabwe,0,0,FIFA World Cup qualification,Conakry,Guinea,FALSE,0,,1,,0,0
01/06/2008,Ivory Coast,Mozambique,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE,1,,1,,0.032258065,0
01/06/2008,Latvia,Lithuania,2,1,Baltic Cup,Riga,Latvia,FALSE,1,,1,,0.064516129,0.047619048
01/06/2008,Liberia,Gambia,1,1,FIFA World Cup qualification,Paynesville,Liberia,FALSE,0,,1,,0.032258065,0.047619048
01/06/2008,Mali,Congo,4,2,FIFA World Cup qualification,Bamako,Mali,FALSE,1,,1,,0.129032258,0.095238095
01/06/2008,Netherlands,Wales,2,0,Friendly,Rotterdam,Netherlands,FALSE,1,,1,,0.064516129,0
01/06/2008,Nigeria,South Africa,2,0,FIFA World Cup qualification,Abuja,Nigeria,FALSE,1,,1,,0.064516129,0
01/06/2008,Poland,Denmark,1,1,Friendly,Chorzów,Poland,FALSE,0,,1,,0.032258065,0.047619048
01/06/2008,Sweden,Ukraine,0,1,Friendly,Solna,Sweden,FALSE,-1,,1,,0,0.047619048
01/06/2008,Trinidad and Tobago,England,0,3,Friendly,Port of Spain,Trinidad and Tobago,FALSE,-1,,1,,0,0.142857143
01/06/2008,Tunisia,Burkina Faso,1,2,FIFA World Cup qualification,Radès,Tunisia,FALSE,-1,,1,,0.032258065,0.095238095
02/06/2008,Finland,Belarus,1,1,Friendly,Turku,Finland,FALSE,0,,1,,0.032258065,0.047619048
02/06/2008,Iran,United Arab Emirates,0,0,FIFA World Cup qualification,Tehran,Iran,FALSE,0,,1,,0,0
02/06/2008,Japan,Oman,3,0,FIFA World Cup qualification,Yokohama,Japan,FALSE,1,,1,,0.096774194,0
02/06/2008,Qatar,China PR,0,0,FIFA World Cup qualification,Doha,Qatar,FALSE,0,,1,,0,0
02/06/2008,Saudi Arabia,Lebanon,4,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE,1,,1,,0.129032258,0.047619048
02/06/2008,Singapore,Uzbekistan,3,7,FIFA World Cup qualification,Singapore,Singapore,FALSE,-1,,1,,0.096774194,0.333333333
02/06/2008,Syria,Kuwait,1,0,FIFA World Cup qualification,Damascus,Syria,FALSE,1,,1,,0.032258065,0
02/06/2008,Thailand,Bahrain,2,3,FIFA World Cup qualification,Bangkok,Thailand,FALSE,-1,,1,,0.064516129,0.142857143
02/06/2008,Turkmenistan,North Korea,0,0,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE,0,,1,,0,0
03/06/2008,France,Colombia,1,0,Friendly,Saint-Denis,France,FALSE,1,,1,,0.032258065,0
03/06/2008,India,Nepal,4,0,SAFF Cup,Malé,Maldives,TRUE,1,,0,,0.129032258,0
03/06/2008,Maldives,Pakistan,3,0,SAFF Cup,Malé,Maldives,FALSE,1,,1,,0.096774194,0
04/06/2008,Andorra,Azerbaijan,1,2,Friendly,Sant Julià de Lòria,Andorra,FALSE,-1,,1,,0.032258065,0.095238095
04/06/2008,Bangladesh,Bhutan,1,1,SAFF Cup,Colombo,Sri Lanka,TRUE,0,,0,,0.032258065,0.047619048
04/06/2008,Chile,Guatemala,2,0,Friendly,Rancagua,Chile,FALSE,1,,1,,0.064516129,0
04/06/2008,Estonia,Faroe Islands,4,3,Friendly,Tallinn,Estonia,FALSE,1,,1,,0.129032258,0.142857143
04/06/2008,Honduras,Puerto Rico,4,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE,1,,1,,0.129032258,0
04/06/2008,Lithuania,Russia,1,4,Friendly,Burghausen,Germany,TRUE,-1,,0,,0.032258065,0.19047619
04/06/2008,Mexico,Argentina,1,4,Friendly,San Diego,United States,TRUE,-1,,0,,0.032258065,0.19047619
04/06/2008,Panama,Canada,2,2,Friendly,Fort Lauderdale,United States,TRUE,0,,0,,0.064516129,0.095238095
04/06/2008,Spain,United States,1,0,Friendly,Santander,Spain,FALSE,1,,1,,0.032258065,0
04/06/2008,Sri Lanka,Afghanistan,2,2,SAFF Cup,Colombo,Sri Lanka,FALSE,0,,1,,0.064516129,0.095238095
05/06/2008,India,Pakistan,2,1,SAFF Cup,Malé,Maldives,TRUE,1,,0,,0.064516129,0.047619048
05/06/2008,Maldives,Nepal,4,1,SAFF Cup,Malé,Maldives,FALSE,1,,1,,0.129032258,0.047619048
06/06/2008,Algeria,Liberia,3,0,FIFA World Cup qualification,Blida,Algeria,FALSE,1,,1,,0.096774194,0
06/06/2008,Bangladesh,Afghanistan,2,2,SAFF Cup,Colombo,Sri Lanka,TRUE,0,,0,,0.064516129,0.095238095
06/06/2008,Bermuda,Barbados,2,1,Friendly,Hamilton,Bermuda,FALSE,1,,1,,0.064516129,0.047619048
06/06/2008,Brazil,Venezuela,0,2,Friendly,Foxborough,United States,TRUE,-1,,0,,0,0.095238095
06/06/2008,Indonesia,Malaysia,1,1,Friendly,Jakarta,Indonesia,FALSE,0,,1,,0.032258065,0.047619048
06/06/2008,Sri Lanka,Bhutan,2,0,SAFF Cup,Colombo,Sri Lanka,FALSE,1,,1,,0.064516129,0
06/06/2008,Djibouti,Egypt,0,4,FIFA World Cup qualification,Djibouti,Djibouti,FALSE,-1,,1,,0,0.19047619
07/06/2008,Bahrain,Thailand,1,1,FIFA World Cup qualification,Riffa,Bahrain,FALSE,0,,1,,0.032258065,0.047619048
07/06/2008,Burkina Faso,Burundi,2,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE,1,,1,,0.064516129,0
07/06/2008,Cape Verde,Tanzania,1,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE,1,,1,,0.032258065,0
07/06/2008,Chad,Mali,1,2,FIFA World Cup qualification,N'Djamena,Chad,FALSE,-1,,1,,0.032258065,0.095238095
07/06/2008,Chile,Panama,0,0,Friendly,Valparaíso,Chile,FALSE,0,,1,,0,0
07/06/2008,China PR,Qatar,0,1,FIFA World Cup qualification,Tianjin,China PR,FALSE,-1,,1,,0,0.047619048
07/06/2008,Cuba,Saint Vincent and the Grenadines,1,0,Friendly,Havana,Cuba,FALSE,1,,1,,0.032258065,0
07/06/2008,Honduras,Haiti,3,1,Friendly,La Ceiba,Honduras,FALSE,1,,1,,0.096774194,0.047619048
07/06/2008,Iraq,Australia,1,0,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE,1,,0,,0.032258065,0
07/06/2008,Jordan,South Korea,0,1,FIFA World Cup qualification,Amman,Jordan,FALSE,-1,,1,,0,0.047619048
07/06/2008,Kenya,Guinea,2,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE,1,,1,,0.064516129,0
07/06/2008,North Korea,Turkmenistan,1,0,FIFA World Cup qualification,Pyongyang,North Korea,FALSE,1,,1,,0.032258065,0
07/06/2008,Libya,Gabon,1,0,FIFA World Cup qualification,Tripoli,Libya,FALSE,1,,1,,0.032258065,0
07/06/2008,Maldives,India,0,1,SAFF Cup,Malé,Maldives,FALSE,-1,,1,,0,0.047619048
07/06/2008,Mauritania,Morocco,1,4,FIFA World Cup qualification,Nouakchott,Mauritania,FALSE,-1,,1,,0.032258065,0.19047619
07/06/2008,Oman,Japan,1,1,FIFA World Cup qualification,Muscat,Oman,FALSE,0,,1,,0.032258065,0.047619048
07/06/2008,Pakistan,Nepal,1,4,SAFF Cup,Malé,Maldives,TRUE,-1,,0,,0.032258065,0.19047619
07/06/2008,Portugal,Turkey,2,0,UEFA Euro,Geneva,Switzerland,TRUE,1,,0,,0.064516129,0
07/06/2008,Saudi Arabia,Lebanon,2,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE,1,,1,,0.064516129,0.047619048
07/06/2008,Seychelles,Tunisia,0,2,FIFA World Cup qualification,Victoria,Seychelles,FALSE,-1,,1,,0,0.095238095
07/06/2008,Sierra Leone,Nigeria,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE,-1,,1,,0,0.047619048
07/06/2008,Switzerland,Czech Republic,0,1,UEFA Euro,Basel,Switzerland,FALSE,-1,,1,,0,0.047619048
07/06/2008,Trinidad and Tobago,Jamaica,1,1,Friendly,Macoya,Trinidad and Tobago,FALSE,0,,1,,0.032258065,0.047619048
07/06/2008,United Arab Emirates,Iran,0,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE,-1,,1,,0,0.047619048
07/06/2008,Uzbekistan,Singapore,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE,1,,1,,0.096774194,0
07/06/2008,South Africa,Equatorial Guinea,4,1,FIFA World Cup qualification,Pretoria,South Africa,FALSE,1,,1,,0.129032258,0.047619048
08/06/2008,Afghanistan,Bhutan,1,3,SAFF Cup,Colombo,Sri Lanka,TRUE,-1,,0,,0.032258065,0.142857143
08/06/2008,Antigua and Barbuda,Saint Kitts and Nevis,2,0,Friendly,St. John's,Antigua and Barbuda,FALSE,1,,1,,0.064516129,0
08/06/2008,Austria,Croatia,0,1,UEFA Euro,Vienna,Austria,FALSE,-1,,1,,0,0.047619048
08/06/2008,Benin,Uganda,4,1,FIFA World Cup qualification,Cotonou,Benin,FALSE,1,,1,,0.129032258,0.047619048
08/06/2008,Congo,Sudan,1,0,FIFA World Cup qualification,Brazzaville,Congo,FALSE,1,,1,,0.032258065,0
08/06/2008,DR Congo,Malawi,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE,1,,1,,0.032258065,0
08/06/2008,Gambia,Senegal,0,0,FIFA World Cup qualification,Bakau,Gambia,FALSE,0,,1,,0,0
08/06/2008,Germany,Poland,2,0,UEFA Euro,Klagenfurt,Austria,TRUE,1,,0,,0.064516129,0
08/06/2008,Kuwait,Syria,4,2,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE,1,,1,,0.129032258,0.095238095
08/06/2008,Lesotho,Ghana,2,3,FIFA World Cup qualification,Bloemfontein,South Africa,TRUE,-1,,0,,0.064516129,0.142857143
08/06/2008,Madagascar,Ivory Coast,0,0,FIFA World Cup qualification,Antananarivo,Madagascar,FALSE,0,,1,,0,0
08/06/2008,Mauritius,Cameroon,0,3,FIFA World Cup qualification,Curepipe,Mauritius,FALSE,-1,,1,,0,0.142857143
08/06/2008,Mexico,Peru,4,0,Friendly,Chicago,United States,TRUE,1,,0,,0.129032258,0
08/06/2008,Mozambique,Botswana,1,2,FIFA World Cup qualification,Maputo,Mozambique,FALSE,-1,,1,,0.032258065,0.095238095
08/06/2008,Niger,Angola,1,2,FIFA World Cup qualification,Niamey,Niger,FALSE,-1,,1,,0.032258065,0.095238095
08/06/2008,Sri Lanka,Bangladesh,1,0,SAFF Cup,Colombo,Sri Lanka,FALSE,1,,1,,0.032258065,0
08/06/2008,Eswatini,Togo,2,1,FIFA World Cup qualification,Lobamba,Swaziland,FALSE,1,,0,,0.064516129,0.047619048
08/06/2008,United States,Argentina,0,0,Friendly,East Rutherford,United States,FALSE,0,,1,,0,0
08/06/2008,Zimbabwe,Namibia,2,0,FIFA World Cup qualification,Harare,Zimbabwe,FALSE,1,,1,,0.064516129,0
09/06/2008,Bermuda,Barbados,3,0,Friendly,Hamilton,Bermuda,FALSE,1,,1,,0.096774194,0
09/06/2008,Curaçao,Venezuela,0,1,Friendly,Willemstad,Curaçao,FALSE,-1,,1,,0,0.047619048
09/06/2008,Netherlands,Italy,3,0,UEFA Euro,Berne,Switzerland,TRUE,1,,0,,0.096774194,0
09/06/2008,Romania,France,0,0,UEFA Euro,Zürich,Switzerland,TRUE,0,,0,,0,0
10/06/2008,Greece,Sweden,0,2,UEFA Euro,Salzburg,Austria,TRUE,-1,,0,,0,0.095238095
10/06/2008,Grenada,Jamaica,2,1,Friendly,St. George's,Grenada,FALSE,1,,1,,0.064516129,0.047619048
10/06/2008,Spain,Russia,4,1,UEFA Euro,Innsbruck,Austria,TRUE,1,,0,,0.129032258,0.047619048
11/06/2008,Czech Republic,Portugal,1,3,UEFA Euro,Geneva,Switzerland,TRUE,-1,,0,,0.032258065,0.142857143
11/06/2008,India,Bhutan,2,1,SAFF Cup,Malé,Maldives,TRUE,1,,0,,0.064516129,0.047619048
11/06/2008,Indonesia,Vietnam,1,0,Friendly,Surabaya,Indonesia,FALSE,1,,1,,0.032258065,0
11/06/2008,Sri Lanka,Maldives,0,1,SAFF Cup,Colombo,Sri Lanka,FALSE,-1,,1,,0,0.047619048
11/06/2008,Switzerland,Turkey,1,2,UEFA Euro,Basel,Switzerland,FALSE,-1,,1,,0.032258065,0.095238095
12/06/2008,Austria,Poland,1,1,UEFA Euro,Vienna,Austria,FALSE,0,,1,,0.032258065,0.047619048
12/06/2008,Croatia,Germany,2,1,UEFA Euro,Klagenfurt,Austria,TRUE,1,,0,,0.064516129,0.047619048
13/06/2008,Djibouti,DR Congo,0,6,FIFA World Cup qualification,Djibouti,Djibouti,FALSE,-1,,1,,0,0.285714286
13/06/2008,Italy,Romania,1,1,UEFA Euro,Zürich,Switzerland,TRUE,0,,0,,0.032258065,0.047619048
13/06/2008,Netherlands,France,4,1,UEFA Euro,Berne,Switzerland,TRUE,1,,0,,0.129032258,0.047619048
14/06/2008,Bahrain,Oman,1,1,FIFA World Cup qualification,Riffa,Bahrain,FALSE,0,,1,,0.032258065,0.047619048
14/06/2008,Botswana,Ivory Coast,1,1,FIFA World Cup qualification,Gaborone,Botswana,FALSE,0,,1,,0.032258065,0.047619048
14/06/2008,Chad,Congo,2,1,FIFA World Cup qualification,N'Djamena,Chad,FALSE,1,,1,,0.064516129,0.047619048
14/06/2008,China PR,Iraq,1,2,FIFA World Cup qualification,Tianjin,China PR,FALSE,-1,,1,,0.032258065,0.095238095
14/06/2008,Gabon,Ghana,2,0,FIFA World Cup qualification,Libreville,Gabon,FALSE,1,,1,,0.064516129,0
14/06/2008,Gambia,Algeria,1,0,FIFA World Cup qualification,Bakau,Gambia,FALSE,1,,1,,0.032258065,0
14/06/2008,Greece,Russia,0,1,UEFA Euro,Salzburg,Austria,TRUE,-1,,0,,0,0.047619048
14/06/2008,Grenada,Costa Rica,2,2,FIFA World Cup qualification,St. George's,Grenada,FALSE,0,,1,,0.064516129,0.095238095
14/06/2008,Guatemala,Saint Lucia,6,0,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE,1,,1,,0.193548387,0
14/06/2008,India,Maldives,0,1,SAFF Cup,Colombo,Sri Lanka,TRUE,-1,,0,,0,0.047619048
14/06/2008,Kenya,Zimbabwe,2,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE,1,,1,,0.064516129,0
14/06/2008,North Korea,Jordan,2,0,FIFA World Cup qualification,Pyongyang,North Korea,FALSE,1,,1,,0.064516129,0
14/06/2008,Kuwait,United Arab Emirates,2,3,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE,-1,,1,,0.064516129,0.142857143
14/06/2008,Malawi,Egypt,1,0,FIFA World Cup qualification,Blantyre,Malawi,FALSE,1,,1,,0.032258065,0
14/06/2008,Namibia,Guinea,1,2,FIFA World Cup qualification,Windhoek,Namibia,FALSE,-1,,1,,0.032258065,0.095238095
14/06/2008,Niger,Benin,0,2,FIFA World Cup qualification,Niamey,Niger,FALSE,-1,,1,,0,0.095238095
14/06/2008,Peru,Colombia,1,1,FIFA World Cup qualification,Lima,Peru,FALSE,0,,1,,0.032258065,0.047619048
14/06/2008,Puerto Rico,Honduras,2,2,FIFA World Cup qualification,Bayamón,Puerto Rico,FALSE,0,,1,,0.064516129,0.095238095
14/06/2008,Qatar,Australia,1,3,FIFA World Cup qualification,Doha,Qatar,FALSE,-1,,1,,0.032258065,0.142857143
14/06/2008,Rwanda,Morocco,3,1,FIFA World Cup qualification,Kigali,Rwanda,FALSE,1,,1,,0.096774194,0.047619048
14/06/2008,Seychelles,Burkina Faso,2,3,FIFA World Cup qualification,Victoria,Seychelles,FALSE,-1,,1,,0.064516129,0.142857143
14/06/2008,Sierra Leone,South Africa,1,0,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE,1,,1,,0.032258065,0
14/06/2008,Singapore,Saudi Arabia,0,3,FIFA World Cup qualification,Singapore,Singapore,FALSE,-1,,1,,0,0.142857143
14/06/2008,Sudan,Mali,3,2,FIFA World Cup qualification,Khartoum,Sudan,FALSE,1,,1,,0.096774194,0.095238095
14/06/2008,Suriname,Guyana,1,0,FIFA World Cup qualification,Paramaribo,Suriname,FALSE,1,,1,,0.032258065,0
14/06/2008,Sweden,Spain,1,2,UEFA Euro,Innsbruck,Austria,TRUE,-1,,0,,0.032258065,0.095238095
14/06/2008,Syria,Iran,0,2,FIFA World Cup qualification,Damascus,Syria,FALSE,-1,,1,,0,0.095238095
14/06/2008,Tanzania,Cameroon,0,0,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE,0,,1,,0,0
14/06/2008,Thailand,Japan,0,3,FIFA World Cup qualification,Bangkok,Thailand,FALSE,-1,,1,,0,0.142857143
14/06/2008,Turkmenistan,South Korea,1,3,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE,-1,,1,,0.032258065,0.142857143
14/06/2008,Uganda,Angola,3,1,FIFA World Cup qualification,Kampala,Uganda,FALSE,1,,1,,0.096774194,0.047619048
14/06/2008,Uruguay,Venezuela,1,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,0,,1,,0.032258065,0.047619048
14/06/2008,Uzbekistan,Lebanon,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE,1,,1,,0.096774194,0
14/06/2008,Vanuatu,New Caledonia,1,1,Oceania Nations Cup,Port Vila,Vanuatu,FALSE,0,,1,,0.032258065,0.047619048
15/06/2008,Argentina,Ecuador,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,0,,1,,0.032258065,0.047619048
15/06/2008,Belize,Mexico,0,2,FIFA World Cup qualification,Houston,United States,TRUE,-1,,0,,0,0.095238095
15/06/2008,Bolivia,Chile,0,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE,-1,,1,,0,0.095238095
15/06/2008,Burundi,Tunisia,0,1,FIFA World Cup qualification,Bujumbura,Burundi,FALSE,-1,,1,,0,0.047619048
15/06/2008,Equatorial Guinea,Nigeria,0,1,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE,-1,,1,,0,0.047619048
15/06/2008,Haiti,Curaçao,0,0,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE,0,,1,,0,0
15/06/2008,Jamaica,Bahamas,7,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE,1,,1,,0.225806452,0
15/06/2008,Lesotho,Libya,0,1,FIFA World Cup qualification,Bloemfontein,South Africa,TRUE,-1,,0,,0,0.047619048
15/06/2008,Liberia,Senegal,2,2,FIFA World Cup qualification,Paynesville,Liberia,FALSE,0,,1,,0.064516129,0.095238095
15/06/2008,Macau,Hong Kong,0,1,Friendly,Macau,Macau,FALSE,-1,,1,,0,0.047619048
15/06/2008,Madagascar,Mozambique,1,1,FIFA World Cup qualification,Antananarivo,Madagascar,FALSE,0,,1,,0.032258065,0.047619048
15/06/2008,Mauritius,Cape Verde,0,1,FIFA World Cup qualification,Curepipe,Mauritius,FALSE,-1,,1,,0,0.047619048
15/06/2008,Panama,El Salvador,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE,1,,1,,0.032258065,0
15/06/2008,Paraguay,Brazil,2,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE,1,,1,,0.064516129,0
15/06/2008,Eswatini,Zambia,0,0,FIFA World Cup qualification,Lobamba,Swaziland,FALSE,0,,0,,0,0
15/06/2008,Switzerland,Portugal,2,0,UEFA Euro,Basel,Switzerland,FALSE,1,,1,,0.064516129,0
15/06/2008,Trinidad and Tobago,Bermuda,1,2,FIFA World Cup qualification,Macoya,Trinidad and Tobago,FALSE,-1,,1,,0.032258065,0.095238095
15/06/2008,Turkey,Czech Republic,3,2,UEFA Euro,Geneva,Switzerland,TRUE,1,,0,,0.096774194,0.095238095
15/06/2008,United States,Barbados,8,0,FIFA World Cup qualification,Carson,United States,FALSE,1,,1,,0.258064516,0
15/06/2008,Saint Vincent and the Grenadines,Canada,0,3,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE,-1,,1,,0,0.142857143
16/06/2008,Austria,Germany,0,1,UEFA Euro,Vienna,Austria,FALSE,-1,,1,,0,0.047619048
16/06/2008,Poland,Croatia,0,1,UEFA Euro,Klagenfurt,Austria,TRUE,-1,,0,,0,0.047619048
17/06/2008,Antigua and Barbuda,Cuba,3,4,FIFA World Cup qualification,St. John's,Antigua and Barbuda,FALSE,-1,,1,,0.096774194,0.19047619
17/06/2008,France,Italy,0,2,UEFA Euro,Zürich,Switzerland,TRUE,-1,,0,,0,0.095238095
17/06/2008,Netherlands,Romania,2,0,UEFA Euro,Berne,Switzerland,TRUE,1,,0,,0.064516129,0
17/06/2008,Uruguay,Peru,6,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,1,,1,,0.193548387,0
18/06/2008,Bolivia,Paraguay,4,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE,1,,1,,0.129032258,0.095238095
18/06/2008,Ecuador,Colombia,0,0,FIFA World Cup qualification,Quito,Ecuador,FALSE,0,,1,,0,0
18/06/2008,Greece,Spain,1,2,UEFA Euro,Salzburg,Austria,TRUE,-1,,0,,0.032258065,0.095238095
18/06/2008,Jamaica,Bahamas,6,0,FIFA World Cup qualification,Falmouth,Jamaica,FALSE,1,,1,,0.193548387,0
18/06/2008,Russia,Sweden,2,0,UEFA Euro,Innsbruck,Austria,TRUE,1,,0,,0.064516129,0
18/06/2008,Brazil,Argentina,0,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE,0,,1,,0,0
19/06/2008,Portugal,Germany,2,3,UEFA Euro,Basel,Switzerland,TRUE,-1,,0,,0.064516129,0.142857143
19/06/2008,Venezuela,Chile,2,3,FIFA World Cup qualification,Puerto la Cruz,Venezuela,FALSE,-1,,1,,0.064516129,0.142857143
20/06/2008,Algeria,Gambia,1,0,FIFA World Cup qualification,Blida,Algeria,FALSE,1,,1,,0.032258065,0
20/06/2008,Canada,Saint Vincent and the Grenadines,4,1,FIFA World Cup qualification,Montreal,Canada,FALSE,1,,1,,0.129032258,0.047619048
20/06/2008,Croatia,Turkey,1,1,UEFA Euro,Vienna,Austria,TRUE,0,,0,,0.032258065,0.047619048
20/06/2008,Libya,Lesotho,4,0,FIFA World Cup qualification,Tripoli,Libya,FALSE,1,,1,,0.129032258,0
21/06/2008,Burkina Faso,Seychelles,4,1,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE,1,,1,,0.129032258,0.047619048
21/06/2008,Cameroon,Tanzania,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE,1,,1,,0.064516129,0.047619048
21/06/2008,Costa Rica,Grenada,3,0,FIFA World Cup qualification,San José,Costa Rica,FALSE,1,,1,,0.096774194,0
21/06/2008,Mexico,Belize,7,0,FIFA World Cup qualification,Monterrey,Mexico,FALSE,1,,1,,0.225806452,0
21/06/2008,Morocco,Rwanda,2,0,FIFA World Cup qualification,Casablanca,Morocco,FALSE,1,,1,,0.064516129,0
21/06/2008,Netherlands,Russia,1,3,UEFA Euro,Basel,Switzerland,TRUE,-1,,0,,0.032258065,0.142857143
21/06/2008,New Caledonia,Vanuatu,3,0,Oceania Nations Cup,Nouméa,New Caledonia,FALSE,1,,1,,0.096774194,0
21/06/2008,Nigeria,Equatorial Guinea,2,0,FIFA World Cup qualification,Abuja,Nigeria,FALSE,1,,1,,0.064516129,0
21/06/2008,Senegal,Liberia,3,1,FIFA World Cup qualification,Dakar,Senegal,FALSE,1,,1,,0.096774194,0.047619048
